Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
157.240.2.25-192.168.10.5-443-53359-6,192.168.10.5,53359,157.240.2.25,443,6,4/7/2017 10:12,63283418,7,2,169,92,46,0,24.14285714,23.19790631,46,46,46,0,4.124303147,0.14221735,7910427.25,2.06E+07,5.89E+07,4,6.33E+07,1.05E+07,2.37E+07,5.89E+07,4,5.89E+07,5.89E+07,0,5.89E+07,5.89E+07,1,0,0,0,140,40,0.110613494,0.031603856,0,46,30.7,21.68486415,470.2333333,0,1,0,0,1,0,0,0,0,34.11111111,24.14285714,46,140,0,0,0,0,0,0,7,169,2,92,258,178,3,20,45489,0,45489,45489,5.89E+07,0,5.89E+07,5.89E+07,BENIGN
192.168.10.25-52.84.145.207-50276-443-6,192.168.10.25,50276,52.84.145.207,443,6,4/7/2017 10:12,40003957,57,95,1665,161357,405,0,29.21052632,95.2154956,2896,0,1698.494737,791.9029313,4075.146866,3.799624122,264926.8675,1974841.498,2.00E+07,1,4.00E+07,714356.375,3210844.407,2.00E+07,1,2.00E+07,212915.7766,1443168.902,9994178,2,0,0,0,0,1836,3048,1.424859046,2.374765076,0,2896,1065.503268,1025.555806,1051764.712,0,0,0,1,0,0,0,0,1,1072.513158,29.21052632,1698.494737,1836,0,0,0,0,0,0,57,1665,95,161357,65535,130,8,32,63656,51314.59174,122901,33191,1.33E+07,5798357.031,2.00E+07,9877318,BENIGN
192.168.10.15-104.88.90.50-52434-80-6,192.168.10.15,52434,104.88.90.50,80,6,4/7/2017 10:12,60048382,5,5,213,4553,213,0,42.6,95.25649584,1633,0,910.6,834.2552367,79.36933255,0.166532381,6672042.444,2.00E+07,6.00E+07,50,6.00E+07,1.50E+07,3.00E+07,6.00E+07,147,24777,6194.25,11529.09197,23476,50,0,0,0,0,112,112,0.08326619,0.08326619,0,1633,433.2727273,700.733914,491028.0182,0,0,0,1,0,0,0,0,1,476.6,42.6,910.6,112,0,0,0,0,0,0,5,213,5,4553,8192,946,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.15-104.88.100.197-52437-80-6,192.168.10.15,52437,104.88.100.197,80,6,4/7/2017 10:12,60048399,5,3,195,1700,195,0,39,87.20665112,1700,0,566.6666667,981.4954576,31.55787717,0.133225867,8578342.714,2.27E+07,6.00E+07,4,6.00E+07,1.50E+07,3.00E+07,6.00E+07,4,24947,12473.5,15475.03191,23416,1531,0,0,0,0,112,72,0.083266167,0.0499597,0,1700,210.5555556,562.2524146,316127.7778,0,0,0,1,0,0,0,0,0,236.875,39,566.6666667,112,0,0,0,0,0,0,5,195,3,1700,8192,946,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.15-104.88.100.197-52436-80-6,192.168.10.15,52436,104.88.100.197,80,6,4/7/2017 10:12,60048552,5,3,198,1528,198,0,39.6,88.54829191,1528,0,509.3333333,882.1912113,28.7434075,0.133225527,8578364.571,2.27E+07,6.00E+07,21,6.00E+07,1.50E+07,3.00E+07,6.00E+07,21,25024,12512,15095.31556,23186,1838,0,0,0,0,112,72,0.083265955,0.049959573,0,1528,191.7777778,505.3438873,255372.4444,0,0,0,1,0,0,0,0,0,215.75,39.6,509.3333333,112,0,0,0,0,0,0,5,198,3,1528,8192,946,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.15-104.88.100.197-52435-80-6,192.168.10.15,52435,104.88.100.197,80,6,4/7/2017 10:12,60048588,5,3,197,1618,197,0,39.4,88.10107831,1618,0,539.3333333,934.1527355,30.22552337,0.133225447,8578369.714,2.27E+07,6.00E+07,53,6.00E+07,1.50E+07,3.00E+07,6.00E+07,53,34873,17436.5,8456.289996,23416,11457,0,0,0,0,112,72,0.083265905,0.049959543,0,1618,201.6666667,535.1060643,286338.5,0,0,0,1,0,0,0,0,0,226.875,39.4,539.3333333,112,0,0,0,0,0,0,5,197,3,1618,8192,946,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.14-104.88.82.68-51755-443-6,192.168.10.14,51755,104.88.82.68,443,6,4/7/2017 10:12,64119825,7,2,169,92,46,0,24.14285714,23.19790631,46,46,46,0,4.070503935,0.140362205,8014978.125,2.03E+07,5.81E+07,3,6.41E+07,1.07E+07,2.33E+07,5.81E+07,3,5.82E+07,5.82E+07,0,5.82E+07,5.82E+07,1,0,0,0,140,40,0.109170604,0.031191601,0,46,30.7,21.68486415,470.2333333,0,1,0,0,1,0,0,0,0,34.11111111,24.14285714,46,140,0,0,0,0,0,0,7,169,2,92,255,1047,3,20,77948,69.29646456,77997,77899,3.20E+07,3.69E+07,5.81E+07,5875434,BENIGN
192.168.10.14-31.13.80.12-51789-443-6,192.168.10.14,51789,31.13.80.12,443,6,4/7/2017 10:12,64085273,4,4,92,123,46,0,23,26.55811238,46,0,30.75,21.68524844,3.354904956,0.124833673,9155039,2.17E+07,5.81E+07,1,6.41E+07,2.14E+07,3.19E+07,5.81E+07,77993,6000469,2000156.333,3464368.062,6000464,1,0,0,0,0,80,80,0.062416836,0.062416836,0,46,23.88888889,23.15407332,536.1111111,0,0,0,0,1,0,0,0,1,26.875,23,30.75,80,0,0,0,0,0,0,4,92,4,123,258,123,2,20,77993,0,77993,77993,3.20E+07,3.69E+07,5.81E+07,5922364,BENIGN
192.168.10.14-64.4.54.253-52056-443-6,192.168.10.14,52056,64.4.54.253,443,6,4/7/2017 10:12,60588026,29,37,2821,61245,837,0,97.27586207,251.6437244,3883,0,1655.27027,816.2848308,1057.403653,1.089324151,932123.4769,7441108.085,6.00E+07,5,6.06E+07,2163858.071,1.13E+07,6.00E+07,81,523577,14543.80556,30280.23125,104957,47,0,0,0,0,592,752,0.47864243,0.610681721,0,3883,956.2089552,1001.147834,1002296.986,0,0,0,1,0,0,0,0,1,970.6969697,97.27586207,1655.27027,592,0,0,0,0,0,0,29,2821,37,61245,8192,510,5,20,0,0,0,0,0,0,0,0,BENIGN
185.167.164.39-192.168.10.14-443-51711-6,192.168.10.14,51711,185.167.164.39,443,6,4/7/2017 10:12,63149611,7,2,169,92,46,0,24.14285714,23.19790631,46,46,46,0,4.133042086,0.142518693,7893701.375,2.03E+07,5.80E+07,3,6.31E+07,1.05E+07,2.34E+07,5.80E+07,3,5.81E+07,5.81E+07,0,5.81E+07,5.81E+07,1,0,0,0,140,40,0.110847872,0.031670821,0,46,30.7,21.68486415,470.2333333,0,1,0,0,1,0,0,0,0,34.11111111,24.14285714,46,140,0,0,0,0,0,0,7,169,2,92,256,16384,3,20,93600,0,93600,93600,5.80E+07,0,5.80E+07,5.80E+07,BENIGN
172.217.10.34-192.168.10.14-443-51124-6,192.168.10.14,51124,172.217.10.34,443,6,4/7/2017 10:12,64198346,7,2,169,92,46,0,24.14285714,23.19790631,46,46,46,0,4.065525302,0.140190528,8024793.25,2.03E+07,5.81E+07,47,6.42E+07,1.07E+07,2.33E+07,5.81E+07,47,5.82E+07,5.82E+07,0,5.82E+07,5.82E+07,1,0,0,0,140,40,0.109037077,0.031153451,0,46,30.7,21.68486415,470.2333333,0,1,0,0,1,0,0,0,0,34.11111111,24.14285714,46,140,0,0,0,0,0,0,7,169,2,92,258,1115,3,20,93559.5,16.26345597,93571,93548,3.20E+07,3.69E+07,5.81E+07,5906651,BENIGN
192.168.10.14-23.207.26.158-51218-443-6,192.168.10.14,51218,23.207.26.158,443,6,4/7/2017 10:12,95172353,12,10,41,0,31,0,3.416666667,8.691253004,0,0,0,0,0.430797377,0.231159568,4532016.81,4949541.565,1.00E+07,4,9.52E+07,8652032.091,3308251.874,1.01E+07,4,9.06E+07,1.01E+07,6987.603776,1.01E+07,1.01E+07,0,0,0,0,240,320,0.126087037,0.105072531,0,31,1.826086957,6.379314397,40.69565217,0,0,0,0,1,0,0,0,0,1.909090909,3.416666667,0,240,0,0,0,0,0,0,12,41,10,0,251,5565,10,20,61288.88889,161.2974306,61608,61063,1.00E+07,6941.902089,1.00E+07,1.00E+07,BENIGN
172.217.10.34-192.168.10.14-443-51069-6,192.168.10.14,51069,172.217.10.34,443,6,4/7/2017 10:12,63184771,7,2,169,92,46,0,24.14285714,23.19790631,46,46,46,0,4.130742201,0.142439386,7898096.375,2.03E+07,5.81E+07,4,6.32E+07,1.05E+07,2.34E+07,5.81E+07,4,5.82E+07,5.82E+07,0,5.82E+07,5.82E+07,1,0,0,0,140,40,0.110786189,0.031653197,0,46,30.7,21.68486415,470.2333333,0,1,0,0,1,0,0,0,0,34.11111111,24.14285714,46,140,0,0,0,0,0,0,7,169,2,92,257,1622,3,20,93599,0,93599,93599,5.81E+07,0,5.81E+07,5.81E+07,BENIGN
172.217.10.226-192.168.10.14-443-51142-6,192.168.10.14,51142,172.217.10.226,443,6,4/7/2017 10:12,63184810,7,2,169,92,46,0,24.14285714,23.19790631,46,46,46,0,4.130739651,0.142439298,7898101.25,2.03E+07,5.81E+07,48,6.32E+07,1.05E+07,2.34E+07,5.81E+07,48,5.82E+07,5.82E+07,0,5.82E+07,5.82E+07,1,0,0,0,140,40,0.110786121,0.031653177,0,46,30.7,21.68486415,470.2333333,0,1,0,0,1,0,0,0,0,34.11111111,24.14285714,46,140,0,0,0,0,0,0,7,169,2,92,257,1622,3,20,93409,0,93409,93409,5.81E+07,0,5.81E+07,5.81E+07,BENIGN
172.217.10.226-192.168.10.12-443-57658-6,192.168.10.12,57658,172.217.10.226,443,6,4/7/2017 10:12,63370901,7,2,169,92,46,0,24.14285714,23.19790631,46,46,46,0,4.118609581,0.14202102,7921362.625,2.05E+07,5.84E+07,48,6.34E+07,1.06E+07,2.35E+07,5.84E+07,48,5.85E+07,5.85E+07,0,5.85E+07,5.85E+07,1,0,0,0,224,64,0.110460793,0.031560227,0,46,30.7,21.68486415,470.2333333,0,1,0,0,1,0,0,0,0,34.11111111,24.14285714,46,224,0,0,0,0,0,0,7,169,2,92,10641,690,3,32,36924,0,36924,36924,5.84E+07,0,5.84E+07,5.84E+07,BENIGN
172.217.10.2-192.168.10.12-443-43032-6,192.168.10.12,43032,172.217.10.2,443,6,4/7/2017 10:12,63370304,7,2,169,92,46,0,24.14285714,23.19790631,46,46,46,0,4.118648381,0.142022358,7921288,2.05E+07,5.84E+07,48,6.34E+07,1.06E+07,2.35E+07,5.84E+07,48,5.85E+07,5.85E+07,0,5.85E+07,5.85E+07,1,0,0,0,224,64,0.110461834,0.031560524,0,46,30.7,21.68486415,470.2333333,0,1,0,0,1,0,0,0,0,34.11111111,24.14285714,46,224,0,0,0,0,0,0,7,169,2,92,336,566,3,32,36364,0,36364,36364,5.84E+07,0,5.84E+07,5.84E+07,BENIGN
172.217.11.2-192.168.10.14-443-51230-6,192.168.10.14,51230,172.217.11.2,443,6,4/7/2017 10:12,63172271,7,2,169,92,46,0,24.14285714,23.19790631,46,46,46,0,4.131559557,0.142467571,7896533.875,2.03E+07,5.81E+07,4,6.32E+07,1.05E+07,2.34E+07,5.81E+07,4,5.82E+07,5.82E+07,0,5.82E+07,5.82E+07,1,0,0,0,140,40,0.110808111,0.03165946,0,46,30.7,21.68486415,470.2333333,0,1,0,0,1,0,0,0,0,34.11111111,24.14285714,46,140,0,0,0,0,0,0,7,169,2,92,258,1020,3,20,93574,0,93574,93574,5.81E+07,0,5.81E+07,5.81E+07,BENIGN
192.168.10.14-74.121.142.165-51157-443-6,192.168.10.14,51157,74.121.142.165,443,6,4/7/2017 10:12,110365655,12,12,12,0,1,1,1,0,0,0,0,0,0.108729477,0.217458955,4798506.739,5098920.979,1.00E+07,23838,1.10E+08,1.00E+07,691.3695236,1.00E+07,1.00E+07,1.10E+08,1.00E+07,768.071197,1.00E+07,1.00E+07,0,0,0,0,240,384,0.108729477,0.108729477,0,1,0.52,0.509901951,0.26,0,0,0,0,1,0,0,0,1,0.541666667,1,0,240,0,0,0,0,0,0,12,12,12,0,252,73,11,20,23955.27273,109.8454286,24149,23838,1.00E+07,730.3058761,1.00E+07,1.00E+07,BENIGN
132.163.4.102-192.168.10.19-123-123-17,192.168.10.19,123,132.163.4.102,123,17,4/7/2017 10:12,58792,1,1,48,48,48,48,48,0,48,48,48,0,1632.875221,34.01823377,58792,0,58792,58792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,17.00911689,17.00911689,48,48,48,0,0,0,0,0,0,0,0,0,0,1,72,48,48,32,0,0,0,0,0,0,1,48,1,48,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
158.69.125.231-192.168.10.16-123-123-17,192.168.10.16,123,158.69.125.231,123,17,4/7/2017 10:12,16462,1,1,48,48,48,48,48,0,48,48,48,0,5831.612198,121.4919208,16462,0,16462,16462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,60.74596039,60.74596039,48,48,48,0,0,0,0,0,0,0,0,0,0,1,72,48,48,20,0,0,0,0,0,0,1,48,1,48,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.25-52.84.145.65-49655-443-6,192.168.10.25,49655,52.84.145.65,443,6,4/7/2017 10:12,110052963,255,543,4716,869444,405,0,18.49411765,83.40079073,4344,36,1601.186004,530.2064247,7943.08464,7.251054204,138084.0188,1162771.544,9969534,0,1.10E+08,433279.3819,2031116.713,9969534,1,1.10E+08,203006.0959,1409218.306,9993407,1,1,0,0,0,8160,17376,2.317066193,4.933988011,0,4344,1094.554443,859.3228766,738435.8062,0,1,0,0,1,0,0,0,2,1095.926065,18.49411765,1601.186004,8160,0,0,0,0,0,0,255,4716,543,869444,33893,1173,11,32,41177.27273,12280.67924,66976,31842,9960879.091,11206.34713,9969534,9937233,BENIGN
172.217.10.4-192.168.10.5-443-53369-6,192.168.10.5,53369,172.217.10.4,443,6,4/7/2017 10:12,118015986,6,4,138,138,46,0,23,25.19523765,46,0,34.5,23,2.338666221,0.084734283,1.31E+07,2.59E+07,5.89E+07,3,1.18E+08,2.36E+07,3.22E+07,5.89E+07,78185,1.18E+08,3.93E+07,3.40E+07,5.90E+07,3,1,0,0,0,120,80,0.05084057,0.033893713,0,46,29.27272727,23.20814904,538.6181818,0,1,0,0,1,0,0,0,0,32.2,23,34.5,120,0,0,0,0,0,0,6,138,4,138,258,604,2,20,85469,10301.13159,92753,78185,5.89E+07,63773.25349,5.89E+07,5.88E+07,BENIGN
183.79.248.124-192.168.10.5-443-53434-6,192.168.10.5,53434,183.79.248.124,443,6,4/7/2017 10:12,118154613,6,4,138,138,46,0,23,25.19523765,46,0,34.5,23,2.335922339,0.084634867,1.31E+07,2.59E+07,5.88E+07,24128,1.18E+08,2.36E+07,3.20E+07,5.88E+07,225377,1.18E+08,3.93E+07,3.40E+07,5.90E+07,24128,1,0,0,0,120,80,0.05078092,0.033853947,0,46,29.27272727,23.20814904,538.6181818,0,1,0,0,1,0,0,0,0,32.2,23,34.5,120,0,0,0,0,0,0,6,138,4,138,253,32,2,20,237576,17140.26838,249696,225456,5.87E+07,70573.4994,5.88E+07,5.87E+07,BENIGN
172.217.12.131-192.168.10.5-443-53374-6,192.168.10.5,53374,172.217.12.131,443,6,4/7/2017 10:12,118016809,6,4,138,138,46,0,23,25.19523765,46,0,34.5,23,2.338649912,0.084733692,1.31E+07,2.59E+07,5.89E+07,48,1.18E+08,2.36E+07,3.22E+07,5.89E+07,85011,1.18E+08,3.93E+07,3.40E+07,5.90E+07,48,1,0,0,0,120,80,0.050840215,0.033893477,0,46,29.27272727,23.20814904,538.6181818,0,1,0,0,1,0,0,0,0,32.2,23,34.5,120,0,0,0,0,0,0,6,138,4,138,253,604,2,20,85106,134.3502884,85201,85011,5.89E+07,53496.16353,5.89E+07,5.88E+07,BENIGN
172.217.10.2-192.168.10.5-443-53358-6,192.168.10.5,53358,172.217.10.2,443,6,4/7/2017 10:12,117985799,6,4,138,138,46,0,23,25.19523765,46,0,34.5,23,2.339264575,0.084755963,1.31E+07,2.60E+07,5.89E+07,514,1.18E+08,2.36E+07,3.22E+07,5.89E+07,54969,1.18E+08,3.93E+07,3.40E+07,5.90E+07,514,1,0,0,0,120,80,0.050853578,0.033902385,0,46,29.27272727,23.20814904,538.6181818,0,1,0,0,1,0,0,0,0,32.2,23,34.5,120,0,0,0,0,0,0,6,138,4,138,254,468,2,20,55063.5,133.6431816,55158,54969,5.89E+07,53508.18435,5.89E+07,5.89E+07,BENIGN
144.217.95.60-192.168.10.16-123-123-17,192.168.10.16,123,144.217.95.60,123,17,4/7/2017 10:12,16303,1,1,48,48,48,48,48,0,48,48,48,0,5888.486782,122.6768079,16303,0,16303,16303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,61.33840397,61.33840397,48,48,48,0,0,0,0,0,0,0,0,0,0,1,72,48,48,20,0,0,0,0,0,0,1,48,1,48,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.17-91.189.89.199-123-123-17,192.168.10.17,123,91.189.89.199,123,17,4/7/2017 10:12,94220,1,1,48,48,48,48,48,0,48,48,48,0,1018.891955,21.22691573,94220,0,94220,94220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,10.61345786,10.61345786,48,48,48,0,0,0,0,0,0,0,0,0,0,1,72,48,48,32,0,0,0,0,0,0,1,48,1,48,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.17-45.76.92.117-123-123-17,192.168.10.17,123,45.76.92.117,123,17,4/7/2017 10:12,111859,1,1,48,48,48,48,48,0,48,48,48,0,858.223299,17.87965206,111859,0,111859,111859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,8.939826031,8.939826031,48,48,48,0,0,0,0,0,0,0,0,0,0,1,72,48,48,32,0,0,0,0,0,0,1,48,1,48,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
132.163.4.101-192.168.10.19-123-123-17,192.168.10.19,123,132.163.4.101,123,17,4/7/2017 10:12,61044,1,1,48,48,48,48,48,0,48,48,48,0,1572.636131,32.76325274,61044,0,61044,61044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,16.38162637,16.38162637,48,48,48,0,0,0,0,0,0,0,0,0,0,1,72,48,48,20,0,0,0,0,0,0,1,48,1,48,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.25-17.253.20.125-123-123-17,192.168.10.25,123,17.253.20.125,123,17,4/7/2017 10:12,64025924,2,2,96,96,48,48,48,0,48,48,48,0,2.998785305,0.062474694,2.13E+07,3.69E+07,6.40E+07,28292,6.40E+07,6.40E+07,0,6.40E+07,6.40E+07,6.40E+07,6.40E+07,0,6.40E+07,6.40E+07,0,0,0,0,52,52,0.031237347,0.031237347,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,52,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,28355,0,28355,28355,6.40E+07,0,6.40E+07,6.40E+07,BENIGN
192.168.10.17-216.218.254.202-123-123-17,192.168.10.17,123,216.218.254.202,123,17,4/7/2017 10:12,80794,1,1,48,48,48,48,48,0,48,48,48,0,1188.207045,24.75431344,80794,0,80794,80794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,12.37715672,12.37715672,48,48,48,0,0,0,0,0,0,0,0,0,0,1,72,48,48,32,0,0,0,0,0,0,1,48,1,48,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.17-108.61.73.244-123-123-17,192.168.10.17,123,108.61.73.244,123,17,4/7/2017 10:12,23766,1,1,48,48,48,48,48,0,48,48,48,0,4039.383994,84.15383321,23766,0,23766,23766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,42.0769166,42.0769166,48,48,48,0,0,0,0,0,0,0,0,0,0,1,72,48,48,32,0,0,0,0,0,0,1,48,1,48,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.17-66.228.59.187-123-123-17,192.168.10.17,123,66.228.59.187,123,17,4/7/2017 10:12,45912,1,1,48,48,48,48,48,0,48,48,48,0,2090.956613,43.5615961,45912,0,45912,45912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,21.78079805,21.78079805,48,48,48,0,0,0,0,0,0,0,0,0,0,1,72,48,48,32,0,0,0,0,0,0,1,48,1,48,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.17-91.189.89.198-123-123-17,192.168.10.17,123,91.189.89.198,123,17,4/7/2017 10:12,94202,1,1,48,48,48,48,48,0,48,48,48,0,1019.086644,21.23097174,94202,0,94202,94202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,10.61548587,10.61548587,48,48,48,0,0,0,0,0,0,0,0,0,0,1,72,48,48,32,0,0,0,0,0,0,1,48,1,48,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.17-91.189.91.157-123-123-17,192.168.10.17,123,91.189.91.157,123,17,4/7/2017 10:12,36620,1,1,48,48,48,48,48,0,48,48,48,0,2621.518296,54.6149645,36620,0,36620,36620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,27.30748225,27.30748225,48,48,48,0,0,0,0,0,0,0,0,0,0,1,72,48,48,20,0,0,0,0,0,0,1,48,1,48,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.1-192.168.10.3-53-60781-17,192.168.10.3,60781,192.168.10.1,53,17,4/7/2017 10:12,62207,1,1,63,95,63,63,63,0,95,95,95,0,2539.907084,32.15072259,62207,0,62207,62207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,44,16.07536129,16.07536129,63,95,73.66666667,18.47520861,341.3333333,0,0,0,0,0,0,0,0,1,110.5,63,95,32,0,0,0,0,0,0,1,63,1,95,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.17-96.244.96.19-123-123-17,192.168.10.17,123,96.244.96.19,123,17,4/7/2017 10:12,32402,1,1,48,48,48,48,48,0,48,48,48,0,2962.780075,61.7245849,32402,0,32402,32402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,30.86229245,30.86229245,48,48,48,0,0,0,0,0,0,0,0,0,0,1,72,48,48,32,0,0,0,0,0,0,1,48,1,48,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
132.163.4.102-192.168.10.17-123-123-17,192.168.10.17,123,132.163.4.102,123,17,4/7/2017 10:12,58797,1,1,48,48,48,48,48,0,48,48,48,0,1632.736364,34.01534092,58797,0,58797,58797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,17.00767046,17.00767046,48,48,48,0,0,0,0,0,0,0,0,0,0,1,72,48,48,32,0,0,0,0,0,0,1,48,1,48,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,4/7/2017 10:12,118503675,147,0,0,0,0,0,0,0,0,0,0,0,0,1.240467859,811669.0068,2517970.942,1.73E+07,0,1.19E+08,811669.0068,2517970.942,1.73E+07,0,0,0,0,0,0,0,0,0,0,0,0,1.240467859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,-1,-1,0,0,4965569.625,5832079.825,1.73E+07,1,9847388.75,4002151.339,1.73E+07,6648881,BENIGN
192.168.10.14-23.208.218.66-51834-443-6,192.168.10.14,51834,23.208.218.66,443,6,4/7/2017 10:12,119226417,14,15,1980,438,1968,0,141.4285714,525.7234889,438,0,29.2,113.0911137,20.2807403,0.243234685,4258086.321,4971829.309,1.00E+07,4,1.19E+08,9168271.385,2750479.293,1.00E+07,102336,1.19E+08,8513406.571,3625332.912,1.01E+07,4,0,0,0,0,280,444,0.117423641,0.125811044,0,1968,80.63333333,365.2976569,133442.3782,0,0,0,0,1,0,0,0,1,83.4137931,141.4285714,29.2,280,0,0,0,0,0,0,14,1980,15,438,251,2315,12,20,44070.75,18349.01213,102336,38649,9888223.25,398258.448,1.00E+07,8624578,BENIGN
192.168.10.3-192.168.10.19-123-123-17,192.168.10.19,123,192.168.10.3,123,17,4/7/2017 10:12,171,2,2,96,96,48,48,48,0,48,48,48,0,1122807.018,23391.81287,57,58.02585631,119,4,4,4,0,4,4,48,48,0,48,48,0,0,0,0,40,40,11695.90643,11695.90643,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,40,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.50-3268-52860-6,192.168.10.50,52860,192.168.10.3,3268,6,4/7/2017 10:12,106098540,44,22,8866,1584,403,0,201.5,203.8295572,72,72,72,0,98.49334402,0.622063225,1632285.231,4636318.438,1.77E+07,1,1.06E+08,2467407.907,5535821.481,1.77E+07,1,1.06E+08,5052293.81,7116656.693,1.77E+07,2,1,0,0,0,1408,704,0.414708817,0.207354408,0,403,161.9850746,178.0122138,31688.34826,0,1,0,0,1,0,0,0,0,164.4393939,201.5,72,1408,0,0,0,0,0,0,44,8866,22,1584,299,2076,21,32,1255685.333,1529141.146,3472309,381,1.59E+07,1095400.786,1.77E+07,1.47E+07,BENIGN
192.168.10.3-192.168.10.50-389-53874-6,192.168.10.50,53874,192.168.10.3,389,6,4/7/2017 10:12,106098473,44,22,8866,6952,403,0,201.5,203.8295572,316,316,316,0,149.0879138,0.622063618,1632284.2,4636428.521,1.77E+07,3,1.06E+08,2467406.349,5535962.21,1.77E+07,3,1.06E+08,5052293.19,7116815.497,1.77E+07,3,1,0,0,0,1408,704,0.414709079,0.207354539,0,403,242.1044776,174.2978237,30379.73134,0,1,0,0,1,0,0,0,0,245.7727273,201.5,316,1408,0,0,0,0,0,0,44,8866,22,6952,1317,2076,21,32,1255225,1528478.019,3469959,324,1.59E+07,1094914.922,1.77E+07,1.47E+07,BENIGN
192.168.10.19-66.228.59.187-123-123-17,192.168.10.19,123,66.228.59.187,123,17,4/7/2017 10:12,46147,1,1,48,48,48,48,48,0,48,48,48,0,2080.308579,43.33976206,46147,0,46147,46147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,21.66988103,21.66988103,48,48,48,0,0,0,0,0,0,0,0,0,0,1,72,48,48,20,0,0,0,0,0,0,1,48,1,48,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
